original order,Case Number,Year,Country,Activity,Sex,Age,Fatal,Species
2894,1970.00.00.g,1970,SPAIN,Fishing,M,0,N,Blue shark
2893,1970.00.00.f,1970,ITALY,Fishing,M,0,N,White shark
2892,1970.00.00.e,1970,CROATIA,Fishing,M,0,UNKNOWN,White shark
2891,1970.00.00.d,1970,IRAQ,Swimming,F,28,N,Unknown/Other
2890,1970.00.00.c,1970,IRAQ,Swimming,F,25,N,Unknown/Other
2889,1970.00.00.b,1970,IRAQ,Swimming,M,35,Y,Unknown/Other
2888,1970.00.00.a,1970,IRAQ,Fishing,M,35,N,Unknown/Other
2887,1969.11.30,1969,AUSTRALIA,Swimming,M,15,N,Unknown/Other
2886,1969.11.11,1969,USA,Diving,M,0,N,Unknown/Other
2885,1969.11.05,1969,AUSTRALIA,Other,M,27,N,Unknown/Other
2884,1969.10.14,1969,USA,Diving,M,0,N,White shark
2883,1969.09.06,1969,USA,Diving,M,53,N,White shark
2882,1969.08.29,1969,USA,Swimming,M,0,N,Unknown/Other
2881,1969.08.22,1969,USA,Fishing,M,28,N,Unknown/Other
2880,1969.08.02,1969,USA,Surfing,M,15,N,Unknown/Other
2879,1969.08.01,1969,USA,Surfing,M,13,N,Unknown/Other
2878,1969.08.00,1969,UNKNOWN,Other,M,25,N,Unknown/Other
2877,1969.07.27,1969,UNITED KINGDOM,Other,M,0,N,Unknown/Other
2876,1969.07.22,1969,USA,Other,M,13,N,Nurse shark
2875,1969.07.20,1969,USA,Diving,M,0,N,White shark
2874,1969.06.27,1969,USA,Swimming,M,22,UNKNOWN,Unknown/Other
2873,1969.06.12,1969,JAMAICA,Diving,M,27,N,Unknown/Other
2872,1969.06.00,1969,USA,Swimming,M,8,N,Unknown/Other
2871,1969.05.25,1969,USA,Fishing,M,0,N,Unknown/Other
2870,1969.05.24,1969,USA,Diving,M,23,N,Nurse shark
2869,1969.05.22,1969,DOMINICAN REPUBLIC,Surfing,M,18,UNKNOWN,Unknown/Other
2868,1969.05.14,1969,AUSTRALIA,Other,Unknown,0,N,Unknown/Other
2867,1969.04.22,1969,AUSTRALIA,Fishing,M,0,UNKNOWN,Unknown/Other
2866,1969.04.19,1969,USA,Fishing,M,0,N,Lemon shark
2865,1969.03.25,1969,AUSTRALIA,Other,M,65,N,Mako shark
2864,1969.03.09,1969,USA,Surfing,M,16,N,White shark
2863,1969.02.17.R,1969,AUSTRALIA,Fishing,M,49,N,Unknown/Other
2862,1969.02.00,1969,AUSTRALIA,Diving,M,52,UNKNOWN,Unknown/Other
2861,1969.01.27,1969,AUSTRALIA,Diving,M,21,N,Unknown/Other
2860,1969.01.00,1969,AUSTRALIA,Other,M,0,N,Unknown/Other
2859,1969.00.00,1969,BAHAMAS,Other,Unknown,0,N,Unknown/Other
2858,1968.12.29,1968,SOUTH AFRICA,Diving,M,0,UNKNOWN,Unknown/Other
2857,1968.12.26,1968,AUSTRALIA,Other,M,27,N,Nurse shark
2856,1968.12.25,1968,NEW ZEALAND,Surfing,M,17,N,White shark
2855,1968.12.09,1968,AUSTRALIA,Other,M,0,N,White shark
2854,1968.12.02,1968,SOUTH AFRICA,Fishing,M,28,N,Hammerhead shark
2853,1968.12.00,1968,SOUTH AFRICA,Other,M,30,UNKNOWN,Unknown/Other
2852,1968.11.06,1968,SOUTH AFRICA,Fishing,M,22,N,Unknown/Other
2850,1968.11.02,1968,AUSTRALIA,Other,M,16,N,Unknown/Other
2849,1968.10.29,1968,BAHAMAS,Other,M,0,N,Unknown/Other
2848,1968.10.13,1968,USA,Diving,M,0,N,Bull shark
2847,1968.10.10,1968,PHILIPPINES,Shipwreck,Unknown,0,N,Unknown/Other
2845,1968.09.15,1968,NEW ZEALAND,Fishing,M,24,Y,White shark
2844,1968.08.24,1968,USA,Swimming,Unknown,9,N,Hammerhead shark
2843,1968.08.21,1968,USA,Swimming,M,15,N,Unknown/Other
2842,1968.08.13,1968,FRENCH POLYNESIA,Swimming,M,12,N,Unknown/Other
2841,1968.08.11,1968,MALAYSIA,Other,Unknown,41,N,Unknown/Other
2840,1968.08.08,1968,COLUMBIA,Fishing,M,18,N,Unknown/Other
2839,1968.07.27,1968,USA,Diving,M,25,N,White shark
2838,1968.07.23,1968,USA,Swimming,M,33,N,Unknown/Other
2837,1968.07.16,1968,USA,Diving,M,33,N,Unknown/Other
2836,1968.07.10,1968,BAHAMAS,Swimming,M,0,Y,Unknown/Other
2835,1968.07.00,1968,MEXICO,Other,M,43,UNKNOWN,Unknown/Other
2834,1968.06.25,1968,BAHAMAS,Fishing,M,17,N,Reef shark
2833,1968.06.09,1968,USA,Fishing,M,17,N,Unknown/Other
2832,1968.06.00,1968,UNITED KINGDOM,Other,M,0,N,Blue shark
2830,1968.05.00,1968,PAPUA NEW GUINEA,Swimming,M,17,N,Unknown/Other
2828,1968.04.20,1968,USA,Other,M,10,N,Unknown/Other
2827,1968.04.15,1968,AUSTRALIA,Diving,M,21,N,Bronze whaler shark
2826,1968.04.11.R,1968,PAPUA NEW GUINEA,Swimming,M,7,Y,Unknown/Other
2825,1968.04.07,1968,AUSTRALIA,Other,M,47,N,Unknown/Other
2824,1968.03.25,1968,SOUTH AFRICA,Swimming,M,35,N,Unknown/Other
2823,1968.03.10,1968,USA,Surfing,M,20,N,Unknown/Other
2822,1968.03.00,1968,USA,Swimming,M,28,UNKNOWN,Unknown/Other
2821,1968.02.26,1968,USA,Surfing,M,17,N,Unknown/Other
2820,1968.02.20,1968,AUSTRALIA,Swimming,F,14,N,Unknown/Other
2819,1968.02.18,1968,NEW ZEALAND,Other,F,0,N,Unknown/Other
2818,1968.02.04,1968,AUSTRALIA,Fishing,M,26,N,Bronze whaler shark
2817,1968.02.02,1968,AUSTRALIA,Other,Unknown,0,N,Unknown/Other
2816,1968.02.00,1968,MOZAMBIQUE,Diving,Unknown,24,N,Unknown/Other
2815,1968.01.17,1968,PAPUA NEW GUINEA,Swimming,Unknown,13,Y,Unknown/Other
2814,1968.00.00.c,1968,COSTA RICA,Swimming,M,0,Y,Unknown/Other
2813,1968.00.00.b,1968,USA,Diving,Unknown,0,UNKNOWN,Unknown/Other
2812,1968.00.00.a,1968,USA,Surfing,Unknown,0,UNKNOWN,Unknown/Other
2811,1967.12.30,1967,SOUTH AFRICA,Surfing,M,22,N,Unknown/Other
2810,1967.12.21.R,1967,PAPUA NEW GUINEA,Fishing,M,32,UNKNOWN,Unknown/Other
2809,1967.12.18,1967,FIJI,Other,M,27,N,Unknown/Other
2808,1967.12.17,1967,AUSTRALIA,Swimming,M,59,Y,Unknown/Other
2807,1967.12.14,1967,USA,Other,M,0,N,Unknown/Other
2806,1967.11.30.b,1967,AUSTRALIA,Diving,M,15,N,Nurse shark
2805,1967.11.30.a,1967,AUSTRALIA,Other,M,18,N,Nurse shark
2804,1967.11.15,1967,FIJI,Diving,M,21,N,Unknown/Other
2803,1967.11.04,1967,PHILIPPINES,Shipwreck,Unknown,0,Y,Unknown/Other
2801,1967.10.26.R,1967,MEXICO,Swimming,Unknown,0,Y,Unknown/Other
2800,1967.10.17,1967,USA,Swimming,M,19,N,Blacktip shark
2799,1967.10.00,1967,TONGA,Swimming,M,17,N,Unknown/Other
2797,1967.09.13,1967,ITALY,Diving,M,21,UNKNOWN,Unknown/Other
2796,1967.09.07.b,1967,PAPUA NEW GUINEA,Diving,Unknown,0,UNKNOWN,Unknown/Other
2795,1967.09.07.a,1967,USA,Fishing,Unknown,0,N,Unknown/Other
2794,1967.09.06,1967,PAPUA NEW GUINEA,Fishing,M,0,Y,Unknown/Other
2793,1967.09.01,1967,PAPUA NEW GUINEA,Fishing,M,23,Y,Unknown/Other
2792,1967.08.27,1967,USA,Other,M,24,N,Blue shark
2791,1967.08.26,1967,JAPAN,Other,M,19,Y,Unknown/Other
2790,1967.08.25,1967,ITALY,Diving,M,0,N,Unknown/Other
2789,1967.08.19,1967,AUSTRALIA,Fishing,M,23,Y,White shark
2788,1967.08.15,1967,BERMUDA,Swimming,F,19,N,Unknown/Other
2787,1967.08.14.R,1967,COLUMBIA,Other,M,0,N,Unknown/Other
2785,1967.08.07,1967,USA,Fishing,M,15,N,Nurse shark
2784,1967.08.00.b,1967,BAHAMAS,Other,M,41,N,Unknown/Other
2783,1967.08.00.a,1967,SENEGAL,Fishing,M,0,N,Unknown/Other
2782,1967.07.29,1967,USA,Swimming,M,20,N,Unknown/Other
2781,1967.07.05,1967,TURKEY,Fishing,M,36,Y,Unknown/Other
2780,1967.07.00,1967,USA,Surfing,M,18,UNKNOWN,Unknown/Other
2779,1967.06.13,1967,USA,Fishing,M,26,N,Nurse shark
2778,1967.06.00,1967,ITALY,Fishing,M,0,N,White shark
2777,1967.05.13,1967,AUSTRALIA,Other,M,30,N,Bronze whaler shark
2776,1967.05.09,1967,AUSTRALIA,Other,M,22,N,Nurse shark
2775,1967.04.00,1967,UNITED KINGDOM,Fishing,M,60,N,Unknown/Other
2774,1967.03.20,1967,NEW ZEALAND,Diving,M,21,N,Unknown/Other
2773,1967.03.19,1967,SOUTH AFRICA,Fishing,M,32,N,White shark
2772,1967.03.12,1967,AUSTRALIA,Fishing,M,36,N,Nurse shark
2770,1967.03.09,1967,NEW ZEALAND,Other,M,21,Y,White shark
2769,1967.03.01,1967,PAPUA NEW GUINEA,Other,M,14,N,Unknown/Other
2768,1967.02.06,1967,MEXICO,Swimming,M,0,Y,Unknown/Other
2767,1967.01.27,1967,SOUTH AFRICA,Fishing,Unknown,0,N,White shark
2766,1967.01.22,1967,SOUTH AFRICA,Fishing,M,0,N,Tiger shark
2765,1967.01.21,1967,MOZAMBIQUE,Swimming,M,31,N,Unknown/Other
2764,1967.01.06,1967,AUSTRALIA,Swimming,M,15,N,Sand shark
2763,1966.12.31,1966,AUSTRALIA,Fishing,M,30,N,Unknown/Other
2762,1966.12.27.b,1966,AUSTRALIA,Fishing,M,29,N,Nurse shark
2761,1966.12.27.a,1966,AUSTRALIA,Fishing,M,19,N,Nurse shark
2760,1966.12.26,1966,SINGAPORE,Swimming,M,39,N,Unknown/Other
2758,1966.11.14,1966,THAILAND,Other,Unknown,28,UNKNOWN,Unknown/Other
2757,1966.11.00,1966,PAPUA NEW GUINEA,Swimming,F,0,Y,Unknown/Other
2756,1966.10.30,1966,PAPUA NEW GUINEA,Swimming,F,13,Y,Unknown/Other
2755,1966.10.29,1966,PAPUA NEW GUINEA,Swimming,F,8,Y,Unknown/Other
2754,1966.09.27,1966,AUSTRALIA,Fishing,M,32,N,Bronze whaler shark
2753,1966.09.19,1966,USA,Fishing,M,20,N,Unknown/Other
2752,1966.09.18,1966,AUSTRALIA,Fishing,M,0,UNKNOWN,Unknown/Other
2751,1966.09.13,1966,AUSTRALIA,Fishing,M,0,UNKNOWN,Unknown/Other
2750,1966.09.10,1966,AUSTRALIA,Fishing,M,43,N,Mako shark
2749,1966.09.08.b,1966,USA,Fishing,M,14,N,Nurse shark
2748,1966.09.00,1966,BAHAMAS,Diving,M,0,UNKNOWN,Unknown/Other
2747,1966.08.28,1966,AUSTRALIA,Other,M,0,N,Unknown/Other
2746,1966.08.27.b,1966,SOUTH AFRICA,Fishing,M,0,UNKNOWN,Unknown/Other
2745,1966.08.27.a,1966,BAHAMAS,Swimming,F,18,N,Unknown/Other
2744,1966.08.21.b,1966,NEW BRITAIN,Swimming,F,13,Y,Unknown/Other
2743,1966.08.21.a,1966,NEW BRITAIN,Diving,F,9,Y,Unknown/Other
2742,1966.08.16,1966,CROATIA,Swimming,M,33,Y,White shark
2741,1966.08.14,1966,TAIWAN,Diving,M,0,N,Unknown/Other
2740,1966.08.13,1966,ITALY,Other,M,21,N,Unknown/Other
2739,1966.08.00.b,1966,USA,Diving,M,26,UNKNOWN,Unknown/Other
2738,1966.08.00.a,1966,USA,Swimming,M,8,N,Blacktip shark
2737,1966.07.31,1966,USA,Diving,M,16,N,Tiger shark
2736,1966.07.19,1966,USA,Other,M,34,N,Unknown/Other
2735,1966.07.17.b,1966,USA,Fishing,M,14,N,Unknown/Other
2734,1966.07.17.a,1966,TAIWAN,Swimming,M,20,Y,Unknown/Other
2733,1966.07.14,1966,PAPUA NEW GUINEA,Swimming,F,25,Y,Unknown/Other
2732,1966.07.03,1966,USA,Diving,M,46,UNKNOWN,Unknown/Other
2731,1966.07.02,1966,CARIBBEAN SEA,Other,Unknown,0,N,Unknown/Other
2730,1966.06.22,1966,USA,Fishing,M,15,N,Unknown/Other
2729,1966.06.11,1966,USA,Fishing,M,18,N,Hammerhead shark
2728,1966.06.04,1966,USA,Swimming,M,18,N,Unknown/Other
2727,1966.06.02,1966,FRENCH POLYNESIA,Fishing,M,0,N,Unknown/Other
2726,1966.05.20.c,1966,AUSTRALIA,Shipwreck,M,40,Y,Unknown/Other
2725,1966.05.20.b,1966,AUSTRALIA,Fishing,M,0,N,Unknown/Other
2724,1966.05.20.a,1966,AUSTRALIA,Shipwreck,M,38,Y,White shark
2723,1966.05.16.b,1966,USA,Diving,M,24,UNKNOWN,Unknown/Other
2722,1966.05.16.a,1966,PHILIPPINES,Shipwreck,M,0,Y,Unknown/Other
2721,1966.04.08,1966,USA,Swimming,M,25,N,Unknown/Other
2720,1966.04.00,1966,AUSTRALIA,Surfing,M,0,N,Unknown/Other
2719,1966.03.20,1966,AUSTRALIA,Fishing,Unknown,0,N,White shark
2718,1966.03.12,1966,SUDAN,Kayaking,M,0,Y,Unknown/Other
2717,1966.02.27,1966,AUSTRALIA,Swimming,M,13,N,White shark
2716,1966.01.29,1966,SOUTH AFRICA,Other,M,33,N,Bronze whaler shark
2715,1966.01.25,1966,INDONESIA,Shipwreck,Unknown,0,Y,Unknown/Other
2714,1966.01.22,1966,USA,Fishing,M,29,N,White shark
2713,1966.01.15,1966,AUSTRALIA,Fishing,M,30,N,Wobbegong shark
2711,1966.01.11,1966,SOUTH AFRICA,Swimming,M,16,N,Zambesi shark
2710,1966.01.10,1966,AUSTRALIA,Other,M,43,N,Unknown/Other
2709,1966.01.09,1966,SOUTH AFRICA,Surfing,M,15,N,Unknown/Other
2708,1966.01.08,1966,NEW ZEALAND,Surfing,F,15,Y,Unknown/Other
2707,1966.01.05,1966,USA,Swimming,M,35,N,Hammerhead shark
2705,1965.12.28,1965,AUSTRALIA,Swimming,M,40,N,Unknown/Other
2704,1965.12.19,1965,JOHNSTON ISLAND,Diving,M,0,N,Reef shark
2703,1965.12.10,1965,AUSTRALIA,Fishing,Unknown,0,N,Unknown/Other
2702,1965.11.21.b,1965,AUSTRALIA,Fishing,M,43,Y,Unknown/Other
2701,1965.11.21.a,1965,PACIFIC OCEAN,Other,M,44,N,Unknown/Other
2699,1965.11.03.a,1965,AUSTRALIA,Surfing,M,24,N,Nurse shark
2698,1965.10.21,1965,UNKNOWN,Shipwreck,M,39,N,Unknown/Other
2697,1965.10.16.b,1965,BAHAMAS,Swimming,M,32,N,Unknown/Other
2696,1965.10.16.a,1965,BAHAMAS,Swimming,F,0,Y,Unknown/Other
2695,1965.10.10,1965,NEW BRITAIN,Fishing,M,15,Y,Unknown/Other
2694,1965.10.00,1965,PAPUA NEW GUINEA,Swimming,M,27,N,Unknown/Other
2693,1965.09.21,1965,PAPUA NEW GUINEA,Fishing,M,0,N,Unknown/Other
2692,1965.09.12,1965,PAPUA NEW GUINEA,Fishing,M,0,N,Unknown/Other
2691,1965.09.08,1965,MEXICO,Other,M,23,N,Unknown/Other
2689,1965.08.26,1965,USA,Swimming,M,15,N,Unknown/Other
2688,1965.07.30,1965,BAHAMAS,Other,M,0,N,Lemon shark
2687,1965.07.26,1965,MEXICO,Swimming,M,25,Y,Unknown/Other
2686,1965.07.02.R,1965,BERMUDA,Other,Unknown,0,N,Unknown/Other
2685,1965.06.19,1965,USA,Swimming,M,6,UNKNOWN,Unknown/Other
2684,1965.06.18,1965,USA,Diving,M,0,UNKNOWN,Unknown/Other
2683,1965.06.09,1965,MEXICO,Swimming,M,38,N,Unknown/Other
2682,1965.06.00.b,1965,PAPUA NEW GUINEA,Fishing,M,0,N,Unknown/Other
2681,1965.06.00,1965,PACIFIC OCEAN,Swimming,M,0,Y,Unknown/Other
2680,1965.05.29,1965,MEXICO,Swimming,M,0,Y,Unknown/Other
2679,1965.05.28,1965,MEXICO,Swimming,M,0,Y,Unknown/Other
2678,1965.05.00.c,1965,EGYPT,Swimming,M,0,N,Unknown/Other
2677,1965.05.00.b,1965,JAMAICA,Diving,M,0,N,Unknown/Other
2676,1965.05.00.a,1965,MEXICO,Swimming,M,35,N,Unknown/Other
2675,1965.04.29,1965,USA,Other,M,49,N,Bull shark
2674,1965.04.25,1965,USA,Surfing,M,19,UNKNOWN,Unknown/Other
2673,1965.04.10,1965,USA,Fishing,M,28,N,White shark
2672,1965.04.04.b,1965,PALAU,Swimming,M,8,N,Tiger shark
2671,1965.04.04.a,1965,USA,Surfing,M,17,N,Spinner shark
2669,1965.03.14,1965,USA,Diving,M,16,N,Mako shark
2668,1965.02.14,1965,SOUTH AFRICA,Swimming,M,25,N,Unknown/Other
2667,1965.02.04,1965,USA,Diving,M,18,N,Unknown/Other
2665,1965.01.23,1965,SOUTH AFRICA,Surfing,M,22,N,White shark
2664,1965.01.16,1965,SOUTH AFRICA,Surfing,M,20,N,Unknown/Other
2663,1965.01.10,1965,AUSTRALIA,Swimming,M,0,N,Unknown/Other
2662,1965.01.09,1965,NEW GUINEA,Diving,M,30,Y,Unknown/Other
2661,1965.00.00.g,1965,USA,Other,M,13,N,Unknown/Other
2660,1965.00.00.f,1965,USA,Surfing,M,15,N,Unknown/Other
2659,1965.00.00.e,1965,USA,Other,M,0,N,Nurse shark
2658,1965.00.00.d,1965,RED SEA,Swimming,M,0,N,White shark
2657,1965.00.00.c,1965,EGYPT,Swimming,M,25,N,Mako shark
2656,1965.00.00.b,1965,VANUATU,Other,M,0,Y,Unknown/Other
2655,1965.00.00.a,1965,SOUTH AFRICA,Swimming,Unknown,0,UNKNOWN,Unknown/Other
2654,1964.12.25,1964,SOUTH AFRICA,Swimming,M,19,N,Raggedtooth shark
2653,1964.12.10.b,1964,PAPUA NEW GUINEA,Other,M,0,N,Unknown/Other
2652,1964.12.10.a,1964,AUSTRALIA,Fishing,Unknown,0,N,Unknown/Other
2651,1964.12.09,1964,PAPUA NEW GUINEA,Swimming,M,28,N,Unknown/Other
2650,1964.12.06,1964,KENYA,Fishing,M,10,Y,Unknown/Other
2649,1964.11.29,1964,AUSTRALIA,Diving,M,25,N,White shark
2648,1964.11.18,1964,AUSTRALIA,Swimming,M,29,Y,Unknown/Other
2647,1964.11.13,1964,AUSTRALIA,Other,M,25,N,White shark
2646,1964.11.05,1964,USA,Fishing,Unknown,0,N,Mako shark
2645,1964.10.31,1964,SOUTH AFRICA,Fishing,M,0,N,Unknown/Other
2644,1964.10.25,1964,USA,Shipwreck,Unknown,0,UNKNOWN,Unknown/Other
2643,1964.10.04,1964,AUSTRALIA,Swimming,M,19,N,Nurse shark
2641,1964.09.20,1964,TAIWAN,Swimming,M,32,Y,Unknown/Other
2640,1964.09.07,1964,TAIWAN,Swimming,M,20,N,Unknown/Other
2639,1964.08.26,1964,USA,Swimming,M,14,N,Unknown/Other
2638,1964.08.23,1964,MEXICO,Swimming,M,19,N,Unknown/Other
2637,1964.08.22,1964,USA,Diving,M,18,UNKNOWN,Unknown/Other
2636,1964.08.21,1964,USA,Swimming,M,0,N,Unknown/Other
2635,1964.08.08,1964,USA,Diving,M,28,N,Hammerhead shark
2634,1964.08.03,1964,JAPAN,Swimming,M,12,N,Unknown/Other
2633,1964.08.00,1964,PANAMA,Fishing,M,21,N,Unknown/Other
2632,1964.07.27,1964,USA,Other,M,22,N,Nurse shark
2631,1964.07.16,1964,SOUTH AFRICA,Other,M,30,N,Zambesi shark
2630,1964.07.15,1964,USA,Other,Unknown,0,UNKNOWN,Unknown/Other
2629,1964.07.10,1964,SOUTH AFRICA,Fishing,M,52,Y,Unknown/Other
2628,1964.07.08,1964,USA,Other,M,0,N,White shark
2627,1964.07.00.b,1964,PAPUA NEW GUINEA,Swimming,M,0,Y,Unknown/Other
2626,1964.07.00.a,1964,PAPUA NEW GUINEA,Kayaking,Unknown,0,N,Unknown/Other
2625,1964.06.29.a,1964,BERMUDA,Other,Unknown,0,Y,Unknown/Other
2623,1964.06.24,1964,USA,Fishing,Unknown,0,N,Unknown/Other
2622,1964.06.17,1964,PAPUA NEW GUINEA,Fishing,M,0,N,Unknown/Other
2621,1964.06.23,1964,FIJI,Fishing,M,23,N,Unknown/Other
2619,1964.05.30,1964,PANAMA,Swimming,M,47,N,Lemon shark
2618,1964.05.08,1964,FIJI,Fishing,M,35,Y,Tiger shark
2617,1964.05.00,1964,PANAMA,Diving,M,13,Y,Unknown/Other
2616,1964.04.07,1964,PAPUA NEW GUINEA,Fishing,M,0,Y,Unknown/Other
2615,1964.03.28.b,1964,AUSTRALIA,Surfing,M,19,N,Unknown/Other
2614,1964.03.28.a,1964,PAPUA NEW GUINEA,Shipwreck,M,32,Y,Unknown/Other
2613,1964.03.05,1964,USA,Diving,M,38,N,Unknown/Other
2612,1964.03.00,1964,SENEGAL,Swimming,M,0,N,Unknown/Other
2611,1964.02.17.R,1964,FIJI,Fishing,Unknown,0,N,Tiger shark
2610,1964.02.14.b,1964,NEW CALEDONIA,Swimming,M,15,Y,Unknown/Other
2609,1964.02.14.a,1964,FIJI,Fishing,M,17,Y,Unknown/Other
2608,1964.02.11,1964,NEW ZEALAND,Diving,M,0,N,Unknown/Other
2607,1964.02.10,1964,NEW ZEALAND,Fishing,M,26,N,White shark
2606,1964.02.08,1964,SOUTH AFRICA,Surfing,M,25,N,White shark
2605,1964.02.05.b,1964,NEW ZEALAND,Other,M,0,N,Sand shark
2604,1964.02.05.a,1964,NEW ZEALAND,Swimming,M,19,Y,White shark
2602,1964.02.01,1964,NEW ZEALAND,Kayaking,Unknown,0,N,Unknown/Other
2601,1964.02.00.b,1964,USA,Swimming,M,12,N,Hammerhead shark
2600,1964.02.00.a,1964,COSTA RICA,Swimming,M,0,Y,Unknown/Other
2599,1964.01.27,1964,FIJI,Fishing,Unknown,0,Y,Unknown/Other
2598,1964.01.23,1964,SOUTH AFRICA,Surfing,M,39,N,Unknown/Other
2597,1964.01.22,1964,SOUTH AFRICA,Swimming,M,17,N,Unknown/Other
2596,1964.01.21,1964,SOUTH AFRICA,Other,Unknown,0,N,White shark
2595,1964.01.18,1964,AUSTRALIA,Diving,M,0,N,Unknown/Other
2594,1964.01.11,1964,USA,Fishing,M,21,N,White shark
2593,1964.01.06.R,1964,PAPUA NEW GUINEA,Fishing,M,0,Y,Tiger shark
2592,1964.01.04,1964,FIJI,Swimming,F,20,N,Unknown/Other
2591,1964.01.01.b,1964,AUSTRALIA,Other,Unknown,0,UNKNOWN,Unknown/Other
2590,1964.01.01.a,1964,SOUTH AFRICA,Diving,M,0,N,Unknown/Other
2589,1964.01.00,1964,NEW ZEALAND,Swimming,M,0,UNKNOWN,Unknown/Other
2588,1963.12.29,1963,SOUTH AFRICA,Swimming,F,20,N,Zambesi shark
2587,1963.12.26.b,1963,SOUTH AFRICA,Swimming,M,24,N,Unknown/Other
2586,1963.12.26.a,1963,AUSTRALIA,Other,M,0,N,Unknown/Other
2585,1963.12.25,1963,SOUTH AFRICA,Swimming,M,18,Y,Unknown/Other
2584,1963.12.22.b,1963,ATLANTIC OCEAN,Other,F,0,UNKNOWN,Unknown/Other
2583,1963.12.22.a,1963,SOUTH AFRICA,Other,M,13,N,Unknown/Other
2582,1963.12.21,1963,AUSTRALIA,Fishing,M,0,N,Wobbegong shark
2581,1963.12.20.b,1963,SOUTH AFRICA,Fishing,M,0,N,White shark
2580,1963.12.20.a,1963,SOUTH AFRICA,Swimming,M,15,Y,Zambesi shark
2579,1963.12.08,1963,AUSTRALIA,Fishing,M,23,N,White shark
2578,1963.12.04.R,1963,NEW BRITAIN,Fishing,M,22,Y,Tiger shark
2577,1963.11.30.b,1963,NEW ZEALAND,Swimming,M,20,N,Unknown/Other
2576,1963.11.30.a,1963,PAPUA NEW GUINEA,Swimming,F,18,N,Tiger shark
2575,1963.11.28,1963,FIJI,Fishing,F,21,N,Tiger shark
2574,1963.11.25,1963,FIJI,Fishing,M,25,N,Unknown/Other
2573,1963.11.16.R,1963,ITALY,Fishing,M,28,N,Unknown/Other
2572,1963.11.14,1963,AUSTRALIA,Fishing,M,0,N,White shark
2571,1963.11.12,1963,USA,Other,M,0,N,Unknown/Other
2570,1963.11.05.R,1963,PAPUA NEW GUINEA,Swimming,M,0,N,Unknown/Other
2569,1963.11.04,1963,PALAU,Fishing,M,35,N,Unknown/Other
2568,1963.10.16,1963,USA,Surfing,M,28,N,Unknown/Other
2567,1963.10.15,1963,PACIFIC OCEAN,Fishing,M,20,N,Unknown/Other
2566,1963.09.29,1963,CHILE,Diving,M,0,Y,White shark
2565,1963.09.26,1963,USA,Fishing,Unknown,25,UNKNOWN,Unknown/Other
2564,1963.09.22,1963,SOLOMON ISLANDS,Fishing,M,30,Y,Unknown/Other
2563,1963.09.13,1963,AUSTRALIA,Surfing,M,18,N,Unknown/Other
2562,1963.09.10,1963,USA,Fishing,M,16,N,Nurse shark
2561,1963.08.00,1963,DOMINICAN REPUBLIC,Swimming,M,23,Y,Unknown/Other
2560,1963.07.28,1963,MICRONESIA,Fishing,M,26,N,Tiger shark
2559,1963.07.15,1963,USA,Swimming,M,14,N,Unknown/Other
2558,1963.07.11,1963,USA,Fishing,M,24,N,Unknown/Other
2557,1963.07.10.R,1963,JAMAICA,Fishing,Unknown,0,Y,Unknown/Other
2556,1963.07.00,1963,PANAMA,Swimming,M,0,Y,Unknown/Other
2555,1963.06.01.b,1963,GREECE,Swimming,F,42,Y,White shark
2554,1963.06.01.a,1963,PAPUA NEW GUINEA,Fishing,M,30,N,Unknown/Other
2552,1963.05.14,1963,PHILIPPINES,Shipwreck,Unknown,0,Y,Unknown/Other
2551,1963.04.22,1963,AUSTRALIA,Fishing,M,0,N,Nurse shark
2550,1963.04.20,1963,USA,Swimming,M,25,Y,Galapagos shark
2549,1963.04.17,1963,SOUTH AFRICA,Swimming,M,15,N,Unknown/Other
2548,1963.04.13,1963,AUSTRALIA,Surfing,M,25,N,Unknown/Other
2547,1963.04.12,1963,USA,Surfing,M,15,N,Unknown/Other
2545,1963.03.30,1963,SOLOMON ISLANDS,Other,M,0,Y,Unknown/Other
2544,1963.02.27,1963,PAPUA NEW GUINEA,Swimming,M,0,N,Unknown/Other
2543,1963.02.24,1963,AUSTRALIA,Fishing,M,18,N,Bronze whaler shark
2542,1963.02.08,1963,FIJI,Fishing,M,28,N,White shark
2541,1963.02.06,1963,MAURITIUS,Other,M,24,N,Unknown/Other
2539,1963.01.30,1963,FIJI,Diving,M,41,N,Unknown/Other
2538,1963.01.28,1963,AUSTRALIA,Swimming,F,32,Y,Bull shark
2536,1963.01.22,1963,SOUTH AFRICA,Fishing,Unknown,0,N,Unknown/Other
2535,1963.01.14,1963,NEW ZEALAND,Fishing,Unknown,14,N,Nurse shark
2534,1963.01.12,1963,SOUTH AFRICA,Fishing,M,0,N,Unknown/Other
2533,1963.01.11,1963,SOUTH AFRICA,Fishing,M,27,N,Unknown/Other
2532,1963.01.06,1963,SOUTH AFRICA,Fishing,M,24,N,Zambesi shark
2531,1963.01.04,1963,AUSTRALIA,Fishing,Unknown,0,N,White shark
2530,1963.01.00,1963,MOZAMBIQUE,Other,Unknown,0,N,Zambesi shark
2529,1963.00.00.b,1963,FIJI,Other,Unknown,0,UNKNOWN,Unknown/Other
2528,1963.00.00.a,1963,SEYCHELLES,Fishing,M,0,Y,Unknown/Other
2527,1962.12.30,1962,SOUTH AFRICA,Diving,M,0,N,Unknown/Other
